Gender,CGPA,Internships,Projects,Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
Male,7.57,4,2,3,74.8,8.4,Yes,No,65.6,82.4,Yes
Male,7.42,0,2,2,53.2,7.7,No,Yes,87.8,66.5,No
Female,8.23,2,1,1,45.7,4.8,No,No,81.1,50.4,No
Female,9.12,3,3,3,79.2,5.7,Yes,No,69.1,65.0,Yes
Female,6.25,2,0,2,44.7,6.1,Yes,Yes,69.0,73.0,No
Female,8.28,3,0,3,62.4,7.3,No,Yes,88.2,66.3,Yes
Male,7.11,1,0,0,91.7,7.7,No,No,80.3,73.3,No
Female,7.07,2,0,2,55.0,7.5,No,Yes,84.8,70.2,No
Female,5.66,1,2,0,49.0,5.3,Yes,Yes,71.4,82.2,No
Female,6.92,1,0,1,72.6,6.5,No,No,65.2,53.8,No
Male,6.2,2,5,2,69.9,5.9,Yes,No,46.8,70.9,Yes
Male,6.74,0,2,2,40.1,7.1,No,No,62.7,76.1,No
Male,6.1,1,1,5,65.8,4.1,Yes,Yes,68.3,46.5,No
Male,6.75,1,0,1,82.7,6.5,Yes,Yes,83.1,61.7,Yes
Female,6.79,1,2,0,86.0,3.9,No,Yes,64.7,83.9,No
Male,7.3,1,0,2,61.1,4.9,No,No,58.5,71.3,No
Female,5.59,3,4,1,72.4,8.9,Yes,No,69.2,76.7,Yes
Female,5.75,2,3,3,73.1,9.0,Yes,Yes,69.7,63.6,Yes
Female,7.56,1,3,4,80.1,5.5,Yes,Yes,75.1,60.4,Yes
Female,6.4,3,1,2,63.6,7.2,No,Yes,100.0,71.8,Yes
Male,8.27,1,1,1,84.4,7.2,No,No,78.2,86.2,No
Male,7.43,0,2,0,54.1,8.5,Yes,Yes,76.7,67.7,Yes
Male,7.81,0,1,2,76.7,6.9,Yes,Yes,78.9,71.4,No
Female,8.61,2,2,2,50.0,4.9,No,No,96.9,75.8,No
Female,6.89,1,1,0,38.1,5.3,Yes,No,57.4,81.3,No
Female,6.63,3,1,3,74.2,7.1,No,Yes,87.4,79.2,Yes
Female,8.07,2,0,1,100.0,3.8,No,No,83.5,81.5,No
Female,7.71,1,2,2,69.8,3.9,Yes,Yes,60.2,58.7,Yes
Male,7.01,0,3,1,61.9,7.8,No,Yes,68.0,73.3,Yes
Female,8.59,1,0,2,83.6,10.0,No,Yes,65.8,70.6,No
Male,6.99,1,2,2,58.3,5.6,No,Yes,60.6,66.5,No
Female,7.23,1,1,1,38.5,6.3,No,No,69.7,66.1,No
Female,7.22,1,3,0,79.1,6.4,No,No,61.7,84.2,No
Male,6.27,2,3,1,88.3,6.9,No,Yes,80.4,61.6,Yes
Male,7.28,0,0,1,66.9,5.2,No,Yes,89.4,51.8,Yes
Female,8.6,0,1,1,69.7,6.3,No,No,67.2,65.0,No
Female,7.64,1,3,0,55.9,7.7,Yes,Yes,63.3,59.1,Yes
Female,7.23,0,2,2,62.6,5.6,Yes,Yes,86.6,80.1,Yes
Female,7.04,0,2,1,68.3,6.5,No,No,63.1,70.5,No
Male,7.53,1,0,3,65.7,8.1,No,No,59.2,79.3,No
Female,7.95,3,1,0,65.5,6.5,Yes,No,68.3,64.9,No
Male,7.81,2,1,0,17.9,4.2,Yes,Yes,82.4,63.0,Yes
Female,6.87,2,3,0,67.5,3.1,Yes,No,77.4,85.0,No
Male,7.52,1,1,0,45.1,4.8,No,Yes,85.9,73.9,Yes
Male,7.68,0,0,1,72.1,8.3,No,Yes,64.7,71.3,No
Female,6.19,1,2,1,80.9,6.1,No,Yes,84.3,68.8,Yes
Male,7.37,1,3,5,73.4,7.0,No,No,72.9,62.1,No
Female,5.04,1,2,0,47.8,8.4,No,No,56.4,67.6,No
Male,7.68,2,2,1,52.5,4.6,Yes,No,88.7,75.0,Yes
Female,7.86,2,2,2,64.0,10.0,No,No,75.9,87.8,Yes
Male,7.95,4,2,1,77.8,6.3,No,No,89.3,76.0,Yes
Female,6.8,2,3,1,79.9,7.3,No,No,87.3,56.2,Yes
Female,7.51,0,3,1,70.4,5.4,No,Yes,85.5,73.8,No
Male,8.62,0,3,1,50.5,5.1,No,Yes,100.0,76.1,Yes
Male,8.61,1,5,2,82.6,6.5,Yes,No,63.8,86.6,Yes
Male,7.17,3,1,1,64.6,5.6,Yes,No,96.1,78.7,No
Male,7.34,1,2,0,59.0,6.6,Yes,Yes,72.7,68.3,No
Female,8.31,0,1,0,57.7,3.3,No,No,84.2,73.0,Yes
Male,5.7,2,1,2,42.2,4.4,No,Yes,76.2,66.4,No
Female,6.88,1,2,0,81.5,5.7,No,Yes,84.3,73.3,Yes
Male,8.54,0,3,4,63.1,4.8,No,Yes,74.0,100.0,Yes
Female,8.18,1,5,1,54.6,10.0,No,Yes,91.0,77.9,Yes
Female,7.57,2,3,2,74.1,6.8,Yes,No,83.1,49.4,Yes
Female,5.69,1,1,2,76.8,6.9,No,No,63.6,71.6,No
Female,7.15,3,4,1,39.0,4.9,Yes,No,79.5,84.4,No
Male,6.61,0,1,0,88.3,5.5,Yes,No,81.7,78.2,Yes
Male,7.53,3,1,2,98.3,5.7,No,No,82.2,76.0,Yes
Female,6.39,2,2,4,66.5,8.2,Yes,Yes,65.5,77.7,Yes
Male,6.17,1,0,1,68.6,4.4,No,Yes,72.4,70.3,No
Male,5.14,1,3,0,100.0,6.0,Yes,No,78.1,71.9,No
Female,8.42,2,2,1,48.6,7.2,No,Yes,73.0,69.7,Yes
Male,,0,1,1,57.2,3.0,Yes,Yes,95.4,71.4,No
Male,7.36,0,3,1,73.7,4.0,No,Yes,73.7,69.3,Yes
Male,7.2,2,2,3,82.2,4.4,No,No,65.8,75.3,Yes
Female,6.13,0,0,0,65.6,6.2,Yes,No,73.9,86.6,No
Male,5.94,3,1,4,52.8,5.8,Yes,Yes,59.8,57.0,Yes
Female,6.19,3,3,4,84.3,7.9,Yes,Yes,76.0,74.1,Yes
Male,6.48,0,2,2,64.9,3.2,Yes,No,65.7,77.4,No
Male,7.57,2,1,0,65.0,5.9,No,Yes,66.7,77.6,No
Male,6.4,2,2,0,78.9,8.3,No,No,81.7,63.7,No
Female,8.95,1,3,2,87.6,4.1,Yes,Yes,56.9,66.9,Yes
Female,8.23,3,3,0,68.6,6.3,No,No,71.8,81.7,No
Male,8.01,2,1,3,72.2,7.6,No,Yes,87.5,74.0,Yes
Female,7.08,1,1,2,80.7,8.6,No,No,64.2,70.8,Yes
Male,8.71,4,3,0,61.6,4.6,No,No,74.5,68.3,No
Female,6.98,0,4,3,56.8,7.1,Yes,Yes,94.3,76.9,Yes
Female,7.17,2,0,1,59.5,6.6,Yes,Yes,87.2,71.0,Yes
Male,7.37,0,5,1,51.2,4.9,Yes,Yes,70.9,82.0,Yes
Male,,1,6,2,48.7,4.7,No,Yes,66.8,63.1,No
Male,7.84,3,0,1,98.3,4.6,No,Yes,81.2,69.0,No
Male,6.72,0,3,0,51.6,10.0,No,No,71.5,84.8,No
Female,6.67,2,0,0,69.1,8.3,No,No,92.1,72.5,Yes
Female,7.84,1,3,0,63.7,6.6,No,No,80.9,58.0,No
Female,7.92,2,4,2,80.7,5.2,Yes,No,57.6,88.8,No
Male,6.81,2,1,1,66.7,7.3,Yes,No,60.7,74.7,Yes
Male,5.61,3,3,1,85.8,4.7,Yes,Yes,64.1,78.7,Yes
Female,6.99,2,5,2,63.1,7.0,No,No,66.8,64.2,No
Male,7.82,0,3,0,68.7,7.8,No,Yes,74.3,66.6,Yes
Female,9.01,1,4,0,76.3,6.3,No,Yes,80.0,69.3,Yes
Female,6.0,1,2,3,68.0,5.6,Yes,No,62.6,63.7,Yes
Female,6.77,3,2,3,72.9,5.7,No,Yes,61.2,68.0,Yes
Female,6.81,1,3,2,69.3,8.0,Yes,Yes,64.0,61.9,Yes
Female,8.56,0,2,3,43.8,6.4,Yes,No,70.3,53.3,No
Male,7.17,0,4,0,76.5,9.0,Yes,Yes,81.1,58.3,Yes
Male,6.29,2,3,1,82.7,3.8,No,Yes,64.1,63.3,No
Male,7.76,3,2,1,63.1,4.6,Yes,Yes,79.9,67.5,Yes
Female,6.8,2,2,1,61.9,6.6,Yes,Yes,69.4,67.3,Yes
Female,5.98,0,2,0,69.4,7.2,No,Yes,66.1,75.0,Yes
Female,6.31,0,0,4,94.2,6.4,No,Yes,71.2,86.6,No
Female,8.93,1,1,0,60.7,8.6,No,Yes,72.4,68.4,No
Male,7.58,2,2,2,74.3,5.1,No,No,90.8,65.4,No
Male,7.31,2,4,2,62.4,6.5,Yes,Yes,78.9,84.2,Yes
Female,6.95,2,0,3,74.0,8.1,No,No,63.4,72.1,No
Female,7.49,1,4,2,45.9,9.2,Yes,No,91.3,71.3,Yes
Female,7.48,1,2,1,91.9,6.2,No,No,88.5,80.6,Yes
Male,7.49,2,2,0,70.5,10.0,Yes,Yes,64.1,63.4,Yes
Male,7.31,1,2,0,60.8,6.6,Yes,Yes,63.7,66.5,No
Male,8.07,3,1,1,61.2,9.0,No,Yes,68.6,71.1,Yes
Female,7.22,1,1,0,69.2,6.0,No,Yes,62.2,87.9,No
Female,6.22,3,0,3,95.0,6.3,Yes,Yes,82.4,52.4,Yes
Male,6.59,0,3,0,88.2,8.3,Yes,Yes,82.2,73.3,Yes
Female,5.22,0,2,0,61.0,7.7,No,No,77.6,63.8,No
Male,9.23,1,0,3,66.4,6.5,No,Yes,71.8,55.9,Yes
Female,8.06,1,3,0,67.2,4.9,No,No,77.7,65.3,No
Male,,1,2,1,35.7,10.0,No,Yes,71.6,72.0,Yes
Female,,1,3,4,61.5,6.1,Yes,No,70.8,72.3,No
Male,6.56,2,4,3,68.2,6.6,Yes,No,73.3,65.7,Yes
Male,8.74,1,2,5,51.4,3.6,Yes,No,76.8,77.6,No
Male,5.78,1,0,1,90.9,5.7,No,Yes,79.5,54.5,No
Male,7.31,0,1,1,48.1,7.8,No,No,64.4,66.9,No
Male,7.09,2,4,0,49.8,6.3,No,Yes,73.3,80.1,Yes
Male,8.03,0,2,3,75.4,10.0,Yes,Yes,75.3,78.1,Yes
Female,7.1,0,2,1,69.2,6.9,No,No,74.4,93.5,No
Female,5.44,1,3,3,58.2,5.6,No,No,56.1,79.5,No
Female,6.95,0,1,2,80.1,9.1,Yes,Yes,73.6,58.5,Yes
Male,6.23,1,2,3,,10.0,Yes,No,70.8,82.0,Yes
Male,7.28,1,2,2,92.7,8.5,No,No,66.5,67.4,Yes
Female,8.63,0,1,1,38.3,6.7,No,Yes,80.9,87.2,No
Male,5.46,1,4,3,57.2,6.2,Yes,No,83.3,84.6,No
Male,6.4,0,0,1,89.8,4.0,No,Yes,78.2,57.5,No
Male,6.65,0,0,1,72.2,7.0,No,Yes,63.3,74.7,Yes
Male,6.82,1,5,1,63.4,7.1,Yes,No,65.1,69.5,Yes
Male,7.94,2,1,2,58.9,4.8,No,Yes,88.6,68.8,Yes
Female,7.03,1,2,1,70.2,6.6,No,Yes,88.0,89.7,Yes
Female,7.62,0,4,0,47.8,8.2,Yes,No,81.2,73.2,No
Female,6.57,1,2,1,43.5,6.1,No,Yes,65.7,81.4,Yes
Female,7.43,0,5,1,73.4,7.0,No,No,81.9,78.5,Yes
Female,7.98,0,1,3,77.8,3.5,Yes,No,88.3,69.9,Yes
Male,6.47,0,1,1,79.1,9.2,Yes,Yes,97.2,74.2,Yes
Male,7.98,1,1,2,58.6,5.5,Yes,Yes,64.4,55.8,No
Male,7.25,0,3,2,58.0,6.1,No,Yes,96.4,67.3,Yes
Male,8.25,0,2,0,64.9,6.9,Yes,No,56.0,71.0,No
Female,7.0,0,2,3,50.1,6.2,No,No,89.5,70.7,No
Female,7.58,0,1,0,75.0,7.9,No,Yes,70.4,70.3,No
Female,7.16,1,2,3,60.6,5.9,Yes,No,81.7,65.4,Yes
Male,7.1,1,2,2,64.0,5.6,No,No,63.8,69.8,No
Female,7.46,1,1,1,62.4,7.9,No,Yes,85.9,57.2,No
Male,7.74,0,2,4,72.7,2.4,No,No,66.2,91.4,No
Female,5.95,0,0,2,69.3,4.6,Yes,Yes,66.0,58.9,No
Female,8.63,2,1,0,93.6,6.9,No,Yes,87.6,68.4,Yes
Male,5.34,1,1,1,59.2,7.8,No,No,61.5,78.1,No
Male,6.52,0,1,1,91.9,7.8,No,Yes,67.2,85.0,No
Female,7.11,1,4,1,37.8,2.4,No,Yes,89.3,85.2,No
Female,7.61,1,1,1,72.3,5.8,Yes,No,78.8,73.9,Yes
Male,8.78,4,3,1,41.2,7.8,Yes,No,81.7,62.6,Yes
Female,5.34,0,2,0,49.6,5.0,No,No,70.0,85.7,No
Female,6.69,2,2,1,50.4,6.1,No,No,61.5,70.7,No
Male,5.07,1,1,2,49.2,7.2,No,Yes,73.5,58.3,Yes
Female,7.23,0,3,1,55.9,6.6,Yes,No,69.6,71.7,No
Male,7.47,0,2,3,98.0,7.2,No,Yes,69.7,68.7,Yes
Female,8.79,2,3,1,51.8,6.2,Yes,Yes,73.0,63.9,No
Male,7.32,2,1,0,40.8,7.4,Yes,Yes,78.5,73.9,Yes
Female,8.24,1,2,4,72.4,7.4,Yes,No,67.8,50.9,No
Male,7.78,1,2,2,68.6,7.8,No,Yes,79.5,56.8,Yes
Female,6.76,0,2,1,98.2,7.7,No,No,87.0,72.7,No
Male,5.79,3,2,1,64.4,8.0,Yes,Yes,79.9,65.7,No
Female,7.48,1,3,1,,5.8,No,No,88.5,70.6,No
Female,5.71,2,1,0,58.6,5.9,No,No,85.0,88.4,No
Female,8.5,1,3,1,58.3,6.8,Yes,No,84.6,72.9,No
Female,7.04,0,0,5,46.5,9.4,Yes,No,69.1,56.6,Yes
Female,8.4,0,7,1,56.6,6.8,Yes,Yes,84.7,80.3,No
Female,6.72,0,4,0,62.8,9.0,No,No,75.0,69.9,Yes
Female,7.47,2,3,0,64.1,8.7,Yes,Yes,89.8,86.4,Yes
Female,7.41,1,1,1,44.3,8.7,No,Yes,91.5,73.7,No
Female,7.15,0,1,1,74.1,8.6,Yes,No,83.9,78.8,No
Male,6.77,1,2,1,89.5,5.1,No,Yes,77.4,79.8,Yes
Male,7.59,1,1,1,69.2,4.9,Yes,Yes,78.6,68.6,Yes
Female,6.27,3,1,4,81.6,5.2,Yes,Yes,77.3,57.5,Yes
Male,5.99,0,7,0,67.7,8.2,No,Yes,67.0,87.5,Yes
Female,8.44,3,2,3,49.3,6.1,No,No,65.5,79.3,Yes
Female,7.93,3,2,1,69.1,5.6,Yes,No,81.5,76.4,No
Male,7.27,3,1,2,57.5,5.9,No,Yes,68.2,65.0,No
Female,8.87,2,2,1,48.4,7.2,No,No,77.6,61.2,No
Female,6.93,3,3,5,63.8,5.5,No,No,71.3,69.2,Yes
Male,8.52,0,2,1,77.3,5.7,No,No,65.4,83.8,No
Male,7.38,0,3,3,59.9,6.0,No,No,68.1,80.9,No
Female,6.18,2,1,2,94.1,7.9,Yes,Yes,97.4,53.7,Yes
Male,9.05,1,1,0,79.3,4.0,No,Yes,68.2,79.9,No
Male,8.19,3,3,1,56.8,6.5,Yes,No,68.4,59.5,Yes
Female,7.08,1,2,3,56.3,6.0,Yes,Yes,66.0,71.1,Yes
Male,7.93,1,2,1,97.2,7.4,No,Yes,77.1,69.2,No
Male,6.8,0,5,0,,6.3,Yes,Yes,72.4,100.0,Yes
Female,8.03,0,2,1,70.5,5.1,Yes,No,57.9,55.7,No
Male,4.81,2,1,3,71.3,9.7,No,Yes,90.2,62.2,Yes
Male,6.18,0,1,1,39.1,8.8,Yes,Yes,52.1,50.5,No
Female,8.18,1,3,0,39.3,6.9,No,No,65.5,77.2,Yes
Female,6.95,0,3,2,77.8,7.4,Yes,No,71.8,89.8,Yes
Female,7.41,2,1,1,49.3,5.4,No,No,82.6,82.7,No
Male,5.85,2,1,0,65.2,6.8,Yes,Yes,68.5,54.5,Yes
Female,9.05,0,1,3,42.3,10.0,No,No,68.2,73.7,No
Female,8.39,1,1,2,60.1,8.4,No,Yes,76.6,82.3,Yes
Male,7.0,1,2,1,68.2,4.9,Yes,No,70.3,68.8,Yes
Female,6.8,2,3,0,34.1,7.1,No,Yes,61.5,60.0,No
Female,8.23,0,1,0,65.8,6.6,No,Yes,86.9,81.1,Yes
Female,9.18,2,4,1,66.6,7.3,Yes,No,81.1,75.3,Yes
Female,8.15,1,0,1,58.0,9.2,Yes,No,83.8,86.0,Yes
Male,9.37,2,4,0,48.5,5.1,Yes,Yes,76.9,80.0,Yes
Female,6.28,0,2,2,59.4,6.2,No,Yes,73.9,100.0,No
Female,6.38,0,3,0,59.4,4.8,Yes,No,89.0,81.8,Yes
Male,6.01,2,5,3,93.9,6.8,No,No,67.6,69.5,No
Female,7.64,1,2,1,63.2,6.7,Yes,Yes,80.0,57.7,Yes
Male,7.38,1,0,0,58.0,9.6,No,No,76.8,65.2,No
Male,7.05,1,1,1,63.2,5.2,Yes,Yes,76.0,71.4,No
Male,8.01,3,1,2,71.4,7.9,No,No,60.0,75.9,No
Female,8.43,1,3,2,70.8,2.6,No,Yes,65.4,82.9,Yes
Male,5.67,3,2,2,71.7,9.4,No,Yes,93.5,54.8,No
Male,6.6,2,0,2,74.0,6.5,Yes,No,81.1,87.2,Yes
Male,8.02,0,5,3,43.1,6.7,Yes,Yes,63.3,66.8,Yes
Female,6.73,1,1,0,72.7,6.2,No,No,57.9,63.2,No
Female,6.4,2,2,3,67.8,7.2,Yes,Yes,63.6,90.5,Yes
Female,8.22,2,1,1,55.7,5.6,Yes,No,66.1,57.7,No
Female,5.91,0,4,4,66.6,6.7,No,Yes,81.6,59.5,Yes
Female,6.9,1,4,1,63.4,8.5,No,Yes,56.3,63.2,Yes
Female,7.53,0,5,5,64.7,5.9,No,Yes,91.4,69.6,Yes
Female,6.63,1,3,1,67.6,6.0,No,No,79.3,85.2,No
Male,7.98,3,0,1,39.8,6.1,Yes,Yes,87.0,83.7,Yes
Male,6.63,1,2,2,68.9,7.9,No,No,75.8,84.4,Yes
Male,8.61,0,0,5,74.8,6.3,No,No,73.3,71.5,No
Male,7.07,0,3,2,68.7,5.8,No,Yes,69.5,70.8,No
Female,7.87,1,3,2,54.1,6.8,Yes,Yes,70.2,74.5,Yes
Male,7.95,1,1,2,52.1,,Yes,Yes,77.7,76.4,Yes
Male,6.57,1,3,3,67.7,4.5,Yes,No,77.7,73.8,No
Male,5.15,0,4,1,77.0,7.6,No,No,62.9,79.9,No
Male,7.56,3,3,1,84.6,7.0,No,No,50.1,76.9,Yes
Female,7.27,3,1,2,76.5,7.1,No,Yes,72.3,73.8,No
Female,7.76,2,2,0,72.7,6.5,No,No,89.2,66.3,No
Female,6.97,2,3,2,,6.5,No,Yes,71.4,81.5,Yes
Male,6.77,0,2,2,55.8,7.6,No,No,45.3,66.6,No
Female,9.21,1,3,2,69.7,4.2,No,Yes,79.8,73.2,Yes
Male,5.73,1,2,2,54.8,5.3,Yes,Yes,72.4,63.1,Yes
Female,7.93,0,2,0,51.0,,Yes,No,66.1,64.0,No
Female,6.63,0,3,1,49.1,9.2,No,Yes,54.0,55.5,No
Female,6.86,2,1,1,91.5,8.4,No,Yes,78.8,64.6,Yes
Female,6.88,0,4,1,45.5,3.2,No,Yes,82.7,70.4,No
Female,6.4,2,2,2,61.8,7.0,No,Yes,72.3,68.4,Yes
Male,7.77,1,3,0,54.1,6.2,No,No,64.4,82.1,Yes
Female,8.59,0,2,1,52.0,7.4,No,Yes,52.0,66.8,Yes
Male,7.67,1,3,3,71.2,7.0,Yes,Yes,100.0,74.7,No
Male,7.3,3,3,0,77.3,6.3,Yes,Yes,74.4,74.3,Yes
Male,6.21,1,3,1,47.3,6.4,No,No,81.3,69.9,No
Male,7.72,3,4,2,65.8,8.0,No,Yes,73.2,69.4,Yes
Male,9.36,2,1,1,63.3,5.6,No,No,73.8,75.6,No
Female,,4,2,2,58.2,5.9,No,Yes,73.1,60.9,Yes
Female,6.82,2,1,4,51.0,7.5,Yes,No,79.4,80.4,Yes
Female,6.64,0,1,1,81.6,7.8,Yes,Yes,82.7,65.9,Yes
Female,6.71,0,2,3,49.5,6.9,Yes,No,80.4,76.4,Yes
Male,4.45,0,2,3,45.5,5.8,No,No,85.1,71.7,No
Female,7.61,1,1,0,81.5,4.0,Yes,Yes,78.3,86.1,Yes
Female,6.35,0,1,3,68.0,4.1,No,Yes,74.4,74.7,No
Male,5.59,1,3,0,47.3,6.2,Yes,No,75.2,88.6,No
Male,7.95,0,3,2,63.8,6.7,No,No,73.0,74.4,Yes
Female,6.12,0,2,1,55.6,6.0,Yes,No,83.3,76.7,Yes
Female,6.86,0,5,2,,4.9,No,No,56.4,62.5,No
Male,8.67,1,2,1,61.4,4.7,Yes,Yes,79.2,78.0,Yes
Female,5.79,1,1,1,73.0,6.7,No,No,73.2,80.0,No
Female,5.67,0,0,5,64.7,8.5,Yes,No,74.9,61.1,Yes
Female,7.47,1,1,1,86.6,5.4,No,Yes,78.2,59.5,Yes
Female,8.35,0,5,1,68.1,6.5,No,Yes,77.9,91.4,Yes
Male,5.63,1,3,2,82.4,5.4,No,No,82.4,73.7,No
Male,7.61,1,0,3,73.1,7.4,No,Yes,74.3,75.6,Yes
Male,7.78,3,0,0,56.7,,No,No,72.8,84.7,No
Female,5.14,1,2,1,65.0,8.0,Yes,No,71.4,71.5,No
Female,8.0,0,2,3,61.8,6.7,No,No,71.0,64.0,No
Female,8.08,0,0,1,56.4,6.7,No,No,65.8,67.4,No
Female,6.89,1,0,1,48.8,5.2,Yes,Yes,90.8,81.1,Yes
Female,8.45,1,3,2,85.4,5.2,No,No,70.7,57.5,Yes
Male,8.34,5,4,1,34.1,7.2,Yes,Yes,54.3,72.1,Yes
Female,7.3,2,3,2,85.0,6.8,No,Yes,72.8,67.2,Yes
Female,6.75,1,0,2,44.9,9.5,Yes,Yes,63.0,77.3,Yes
Male,6.23,1,1,1,73.1,4.9,No,No,74.2,79.6,No
Female,7.16,0,2,0,56.2,8.0,No,No,69.6,85.2,No
Male,7.77,0,4,0,40.0,6.7,No,No,70.8,73.4,No
Male,,1,2,3,82.2,5.0,No,Yes,81.0,78.7,Yes
Male,5.0,3,2,1,29.0,2.5,No,Yes,78.1,60.5,No
Male,8.47,0,1,4,76.9,5.5,No,Yes,86.5,64.4,Yes
Male,7.39,1,1,3,66.9,5.7,No,Yes,92.5,85.1,Yes
Female,6.82,2,6,3,80.8,5.7,No,Yes,77.1,61.5,Yes
Male,8.06,5,2,1,74.4,7.9,No,Yes,73.6,95.0,Yes
Male,8.72,3,2,4,74.2,5.8,Yes,No,78.7,67.3,No
Female,4.4,1,6,2,78.5,6.9,Yes,Yes,66.2,72.4,Yes
Female,7.63,0,1,0,77.6,4.4,No,Yes,66.7,76.8,Yes
Male,5.77,2,2,2,71.8,7.1,No,No,69.0,62.4,No
Female,,0,2,0,60.0,4.6,Yes,Yes,72.7,76.6,Yes
Female,7.33,1,1,2,61.6,7.5,No,No,68.6,82.1,No
Male,7.84,0,2,2,66.6,8.0,Yes,Yes,85.6,66.3,Yes
Male,6.7,1,1,1,61.0,4.3,No,Yes,80.9,64.5,No
Female,5.33,0,3,0,97.8,9.4,No,Yes,69.7,83.4,Yes
Male,6.75,1,1,2,63.7,5.8,Yes,No,51.4,62.3,No
Male,7.61,1,2,0,47.8,7.0,No,No,73.6,65.1,No
Female,8.22,0,1,0,63.2,7.6,No,No,83.6,81.9,Yes
Male,6.03,3,3,1,52.4,5.5,No,Yes,79.0,79.4,Yes
Male,8.23,3,1,1,94.4,5.4,Yes,Yes,73.4,83.5,Yes
Male,6.55,3,2,1,66.5,5.9,No,No,71.0,61.8,Yes
Male,7.56,1,1,1,74.5,7.2,Yes,Yes,73.0,62.0,Yes
Male,6.69,2,2,0,72.7,7.4,Yes,Yes,61.9,75.5,No
Female,7.38,2,3,2,79.2,,Yes,No,72.5,77.3,Yes
Female,8.09,1,3,1,68.6,8.4,No,Yes,55.5,73.9,Yes
Male,5.97,1,4,1,59.0,8.3,Yes,Yes,58.6,82.8,Yes
Female,6.52,0,1,2,65.7,7.8,No,Yes,77.7,72.0,No
Male,7.38,0,2,2,46.6,7.7,No,No,74.0,73.2,No
Male,9.6,0,2,3,62.8,5.9,No,No,62.3,84.6,No
Male,6.34,0,4,0,91.9,5.7,Yes,Yes,83.7,63.7,Yes
Male,9.24,3,1,1,76.0,4.2,Yes,Yes,72.9,75.1,Yes
Male,9.2,1,3,2,63.4,8.6,No,No,79.4,75.6,No
Female,7.1,3,1,2,95.2,6.6,Yes,No,84.3,65.7,No
Female,6.9,3,4,1,55.9,7.0,No,Yes,66.5,72.1,Yes
Male,6.51,1,1,1,70.1,2.3,No,Yes,60.7,71.7,No
Female,7.13,1,3,3,60.5,5.5,Yes,Yes,69.4,65.8,Yes
Male,5.79,0,5,3,61.9,8.0,No,Yes,67.1,59.0,Yes
Female,7.12,0,1,0,70.9,7.0,No,Yes,75.3,63.6,Yes
Male,8.7,2,5,0,73.6,5.5,No,Yes,78.3,72.1,Yes
Female,6.59,4,1,3,62.0,6.3,No,No,69.2,67.4,No
Male,6.96,0,0,2,52.5,9.5,Yes,No,83.1,58.1,No
Male,5.5,2,2,0,92.5,6.1,No,No,92.1,88.7,No
Female,7.57,3,2,2,66.5,6.7,Yes,No,59.5,72.7,No
Female,7.46,1,4,1,49.4,6.5,Yes,No,65.7,71.4,No
Male,7.26,2,1,1,49.7,6.8,Yes,Yes,72.2,57.3,Yes
Female,6.98,1,6,3,94.9,8.3,Yes,Yes,67.0,82.0,Yes
Male,6.91,1,1,3,100.0,10.0,Yes,Yes,78.9,87.6,Yes
Female,7.7,0,1,3,70.0,8.7,No,Yes,64.8,75.3,Yes
Female,7.17,0,3,2,55.8,6.9,No,Yes,68.2,68.6,No
Male,7.51,1,3,0,70.0,8.3,Yes,Yes,89.0,71.6,Yes
Female,7.41,1,3,0,60.4,4.3,Yes,Yes,88.0,68.6,Yes
Female,8.32,1,3,1,73.6,6.5,Yes,No,86.9,66.1,No
Male,7.88,3,1,3,70.3,5.4,No,No,66.8,69.0,Yes
Female,7.39,1,3,0,64.5,5.6,Yes,No,81.9,77.2,Yes
Male,8.72,0,1,0,63.7,7.9,Yes,Yes,85.4,75.7,Yes
Male,7.62,0,4,2,61.7,8.5,Yes,No,64.4,96.4,Yes
Male,8.5,1,0,0,79.2,4.5,No,Yes,54.9,84.5,No
Male,7.81,2,1,3,62.1,6.2,No,No,81.2,52.0,No
Male,5.36,1,1,2,95.8,5.5,No,Yes,55.8,80.1,No
Female,8.5,2,0,0,97.2,7.5,No,No,68.0,99.5,No
Male,7.34,1,2,2,59.3,,Yes,No,58.0,82.8,Yes
Male,7.15,4,1,2,59.6,9.9,No,Yes,75.3,64.9,No
Female,7.48,1,4,2,64.3,8.3,Yes,No,94.5,81.0,Yes
Female,6.86,1,0,0,55.4,8.2,No,Yes,82.4,69.1,No
Female,7.43,0,3,0,77.8,5.0,No,No,90.0,61.2,Yes
Male,6.61,1,8,3,82.8,5.5,No,Yes,80.2,73.4,Yes
Male,8.47,1,3,2,84.3,6.6,Yes,Yes,58.9,85.7,Yes
Male,7.09,2,0,0,61.9,10.0,No,Yes,74.1,84.1,Yes
Female,6.82,2,3,3,61.7,6.6,No,Yes,78.0,69.8,Yes
Male,6.28,1,0,1,35.1,8.6,No,No,80.2,66.8,Yes
Female,7.47,1,2,4,55.1,5.9,Yes,Yes,84.9,87.2,Yes
Male,7.39,1,4,2,51.0,6.5,Yes,No,67.1,84.6,Yes
Female,7.59,4,3,0,48.4,6.5,Yes,Yes,76.8,68.4,Yes
Male,6.17,0,4,1,57.7,5.8,Yes,Yes,72.4,65.3,Yes
Male,5.6,3,1,1,60.4,7.5,No,No,83.3,73.0,No
